20260302 004000;210.456000;210.478000;210.455000;210.458000;0
20260302 004100;210.458000;210.462000;210.434000;210.457000;0
20260302 004200;210.456000;210.476000;210.444000;210.468000;0
20260302 004300;210.468000;210.494000;210.464000;210.474000;0
20260302 004400;210.474000;210.474000;210.429000;210.432000;0
20260302 004500;210.432000;210.479000;210.429000;210.454000;0
20260302 004600;210.455000;210.470000;210.412000;210.424000;0
20260302 004700;210.423000;210.460000;210.421000;210.460000;0
20260302 004800;210.472000;210.479000;210.422000;210.424000;0
20260302 004900;210.422000;210.455000;210.422000;210.444000;0
20260302 005000;210.445000;210.445000;210.365000;210.378000;0
20260302 005100;210.376000;210.376000;210.334000;210.345000;0
20260302 005200;210.349000;210.371000;210.323000;210.371000;0
20260302 005300;210.373000;210.424000;210.373000;210.424000;0
20260302 005400;210.424000;210.452000;210.418000;210.418000;0
20260302 005500;210.415000;210.418000;210.383000;210.384000;0
20260302 005600;210.383000;210.393000;210.356000;210.390000;0
20260302 005700;210.391000;210.396000;210.359000;210.359000;0
20260302 005800;210.360000;210.378000;210.359000;210.368000;0
20260302 005900;210.370000;210.389000;210.341000;210.388000;0
20260302 010000;210.387000;210.415000;210.349000;210.358000;0
20260302 010100;210.360000;210.380000;210.335000;210.355000;0
20260302 010200;210.358000;210.367000;210.341000;210.345000;0
20260302 010300;210.345000;210.355000;210.330000;210.342000;0
20260302 010400;210.343000;210.352000;210.319000;210.347000;0
